symbol,entry_date,entry_price,exit_date,exit_price,pnl_pct,duration,entry_tag,exit_reason
ADANIPORTS,2024-11-06,1370.0,2024-12-13,1241.95,-9.35,25,Oversold-Decel,ExitReason.ST_CROSS
ADANIPORTS,2025-01-22,1102.25,2025-02-11,1144.2,3.81,14,Oversold-Decel,ExitReason.PRT_ST_CROSS
ADANIPORTS,2025-04-02,1195.45,2025-06-19,1370.5,14.64,52,SavgolCTS Flow-Momentum,ExitReason.CWVAP_EXHAUSTION
ADANIPORTS,2025-08-26,1315.4,2025-11-26,1484.3,12.84,61,SavgolCTS SpringBoard,ExitReason.STRUCTURAL_CLIMAX
ADANIPORTS,2026-01-12,1443.5,2026-02-19,1550.0,7.38,26,Oversold-Decel,ExitReason.STRUCTURAL_CLIMAX
ADANIPORTS,2026-03-30,1312.6,2026-06-05,1824.2,38.98,44,SavgolCTS Trend-Pullback,End of Data (Open Trade)
APOLLOHOSP,2019-02-21,1152.2,2019-03-05,1159.8,0.66,7,SavgolCTS Universal-Cross,ExitReason.ST_CROSS
APOLLOHOSP,2019-07-02,1356.05,2019-07-26,1344.15,-0.88,18,SavgolCTS Flow-Momentum,ExitReason.CWVAP_EXHAUSTION
APOLLOHOSP,2020-04-03,1189.55,2020-04-23,1372.0,15.34,11,Oversold-Decel,ExitReason.ST_CROSS
APOLLOHOSP,2022-02-09,4577.25,2022-03-08,4660.0,1.81,18,Oversold-Decel,ExitReason.CTS_NEAR_MISS_ROLLOVER
APOLLOHOSP,2022-06-03,3588.8,2022-06-28,3759.05,4.74,17,Oversold-Decel,ExitReason.ST_CROSS
APOLLOHOSP,2023-01-12,4359.75,2023-02-22,4505.0,3.33,28,Oversold-Decel,ExitReason.PRT_ST_CROSS
APOLLOHOSP,2023-07-07,5146.25,2023-07-27,5146.75,0.01,14,SavgolCTS CDVL-CTS,ExitReason.CWC_SLOPE_EARLY_RELEASE
APOLLOHOSP,2025-01-27,6695.45,2025-04-01,6599.0,-1.44,43,Oversold-Decel,ExitReason.ST_CROSS
APOLLOHOSP,2025-12-17,6921.5,2026-01-13,7299.0,5.45,18,Oversold-Decel,ExitReason.ST_CROSS
ASIANPAINT,2020-07-16,1693.2,2020-07-31,1754.0,3.59,11,SavgolCTS Flow-Momentum,ExitReason.PRT_ST_CROSS
ASIANPAINT,2020-10-05,2028.0,2020-11-23,2160.55,6.54,34,SavgolCTS Flow-Momentum,ExitReason.CWVAP_EXHAUSTION
ASIANPAINT,2021-02-09,2506.85,2021-02-15,2495.0,-0.47,4,Oversold-Decel,ExitReason.ST_CROSS
ASIANPAINT,2021-07-14,3001.95,2021-08-02,2985.6,-0.54,12,SavgolCTS Flow-Momentum,ExitReason.CWVAP_EXHAUSTION
